Address,Email Address,License Validity,Name,Official Representative,Status,Tel No/s,Website
4810 VALDERAMA ST BRGY PIO DEL PILAR MAKATI,bestgroupmarketing@gmail.com,10/4/2017 to 10/3/2021,BEST GROUP MARKETING AGENCY INC Private Employment Agency,BENJAMIN C TALAO,Valid License,4784993 / 9459924 / 7389833 / 09178412338,www.bestgroupmarketing.com
"1426 L. GUINTO STREET MALATE, MANILA",jobs_bmwrecruit@yahoo.com,12/24/2014 to 12/23/2018,BEST MIGRANT WORKERS INTERNATIONAL MANPOWER SERVICES INC (FOR: BMW INTL Private Employment Agency,RICARDO L. FABIAN JR.,Cancelled,4980314/ 4980299/ 4980000/ 09956579839/09184534909,www.bmwrecruit.com
"NO 1810- B SAN MARCELINO STREET MALATE, MANILA",BEST_ONE@PLDTDSL.NET,4/6/2015 to 4/5/2019,BEST ONE INTERNATIONAL SERVICES & CONSULTANCY INC. Private Employment Agency,CRISTINA E MARASIGAN,Cancelled,5243906 / 5243907/ 5243910,None
SUITE 301 CUASAY BLDG 678 AURORA BLVD QC ,,to 3/15/1983,BEST RESOURCES CORPORATION  Service Contractor,MR RAMON MANGAHAS,Cancelled,585398 / 967573,
"4F GUILLERMA BLDG 1119 A MABINI ST ERMITA, MANILA",BESTWAY@YAHOO.COM.PH,1/18/2007 to 1/18/2008,BEST WAY INTL RECRUITMENT AGENCY INC Private Employment Agency,BENITO P. CHIONGBIAN,Delisted,4004710 TO 11,NA
"1555-A(GF&MF)201-204,301,307&308 L.HENSON MABINI ERMITA, MANILA",BESTCARE_PHILS@PACIFIC.NET.PH,11/26/2003 to 11/25/2007,"BESTCARE PLACEMENT SERVICES, INC. Private Employment Agency",NA,Cancelled,4840055/ 4840057,None
SUITE 604 SAN CARLOS APTS ERMITA MANILA ,,to,BETMAR SERVICES COMPANY  Private Employment Agency,MS MARINA IMBAT,Cancelled,590981,
2158 CAROLINA ST MALATE MANILA ,,to,BETTER BUILDERS CONSTRUCTION CORPORATION  Construction Contractor,MR ROLANDO BAYOT,Cancelled,,
138 E.RODRIGUEZ SR AVE QUEZON CITY ,,to 12/7/1983,BETTER LIFE INTERNATIONAL SERVICES  Private Employment Agency,MR DESIDERIO ANOLIN,Cancelled,605709,
U2B ROJUMAR BLG.222-230 RIZAL AVE EXT 5TH AVE CALOOCAN CITY,None,9/21/2003 to 9/20/2007,BETTER LIVING INTERNATIONAL PLACEMENT INC Private Employment Agency,MARIBEL F CHANG,Cancelled,3638189/ 3635835,None
GIT BLDG 509 MENDOZA ST QUIAPO MANILA ,,to,BG SPECIALIST PLACEMENT SERVICES  Authority to negotiate,MR BONITO DE GUZMAN,Cancelled,,
3F 145 MABINI COR DIMASALANG CALOOCAN CITY ,,5/18/1998 to 5/16/2000,BGG INTERNATIONAL RECRUITMENT  Service Contractor,MS BECKY G GRAJO,Delisted,7414187 / 7115512,
HOLIDAY COMM`L COMPLEX LIBERTAD PASAY CITY ,,to 2/8/1984,BICPAN BUILDERS & DEVELOPMENT CORPORATION Construction Contractor,,Forever Banned,8315331,
264 VERGEL ST PASAY CITY ,bienteuno@vasia.com,12/30/2002 to 12/29/2006,"BIENTE UNO PROMOTIONS, INC.  Private Employment Agency",MARITES P ELLAMIL,Delisted,8866798,
"R303 305 307 E PCI BANK BLG J BOCOBO COR U.N. AVE ERMITA, MANILA",J_BIGCIRCLE@YAHOO.COM.PH,3/5/2007 to 3/5/2008,BIG CIRCLE INTERNATIONAL MANPOWER MANAGEMENT AGENCY Private Employment Agency,SOLEDAD D.C. MACAPUGAY,Delisted,4905636,None
"R403 ADRIATICO EXECUTIVE CENTER #1920 M ADRIATICO  MALATE, MANILA",admin@bigdippermaritime.com,10/16/2012 to 10/15/2016,BIG DIPPER MARITIME SERVICES CORPORATION Manning Agency,,Cancelled,4905636,None
"M/F, FELISA BLDG, 952 QUIRINO AVE COR SAN PASCUAL MALATE, MANILA",info@bbpi.com.ph/billboardpromotion.bbpi@gmail.com,6/19/2015 to 6/18/2019,"BILLBOARD PROMOTION, INC. Private Employment Agency",MELINDA DANGANAN,Valid License,241-8619/ 521-8879 / 09284501978,www.bbpi.com.ph
BFS BLDG 5781 ZOBEL ROXAS AVE MAKATI CITY ,,8/12/1988 to 8/12/1994,BING SOLEDAD MULTISKILLS INTERNATIONAL INCORPORATED (MULTI SKILLS INT`L ) Private Employment Agency,MR BERNABE F SOLEDAD JR,Delisted,5210341 / 5210343,
12C 2F DSM ARCADE BLDG ORTIGAS AVE. PASIG CITY,None,11/23/2006 to 11/22/2010,BINHAROON INTERNATIONAL MANPOWER SUPPLY Private Employment Agency,NOLY E. OSCILLADA,Cancelled,656-3258/6551520,None
"R210 (2F) & 303 (3F) GEDISCO CTR 1564 A. MABINI ST ERMITA, MANILA",bionic888@yahoo.com,4/15/2016 to 4/14/2020,"BIONIC MANPOWER SERVICES, INC. Private Employment Agency",REVELYN G BARRETTO,Valid License,5244589/ 5266438,None
"GF,2F&3F(LW) BMH CTR 3963 YAGUE ST STA CRUZ MAKATI",info@bisonph.com,12/20/2014 to 12/19/2018,BISON MANAGEMENT CORPORATION Service Contractor,BELEN M ALHUMAYED,Suspended (Document Processing),8964667/758-1159 TO 64,www.bisonjobs.com
U107 MAKATI CINEMA SQUARE TOWER #1299 CHINO ROCES MAKATI,myra@blazingstar-phil.com,7/11/2015 to 7/10/2019,BLAZING STAR INTERNATIONAL MANPOWER SERVICES Private Employment Agency,MYRA P DE JESUS,Valid License,4006080/ 5213158,www.blazingstar_phil.com
2143-B LEVERIZA ST PASAY CITY ,,to 10/23/1993,BLESSED SHIPPING AGENCY CORPORATION  Manning Agency,FILOMENO S ORTIZ JR,Delisted,8325203,
"U 2B,C&E BLG.,MINDANAO AVE. EXT,QC ",None,10/1/2000 to 9/30/2002,"BLESSING EMPLOYMENT AGENCY, CO. Private Employment Agency",MS EDNA B BAUTISTA,Delisted,4566797 / 4532325,None
NO. 29-A JP RIZAL ST PROJ 4 QUEZON CITY ,,7/27/2001 to 7/25/2003,BLOOMING FIELD MANPOWER SERVICES CORPORATION Private Employment Agency,EMMANUEL E MENDEZ,Cancelled,4385841,
"2/F VENTUS BLDG RAMAR VILL MAHARLIKA RD SAN JOSE CITY, NUEVA ECIJA",None,11/15/2012 to 11/15/2013,BLT GLOBAL MANPOWER SERVICES INC Private Employment Agency,LORNA DC HERRERA,Delisted,(044)5114780,None
"GF AND RM502 5F AP BLDG F AGONCILLO COR P GIL ST ERMITA, MANILA",bluebayagency@pacific.net,9/26/2003 to 9/25/2007,BLUE BAY EMPLOYMENT SERVICES INC.  Private Employment Agency,NA,Cancelled,5247487/ 5247483,None
"UNITS 9-A, 9-B & 9-C, BELVEDERE TOWER COND, 15 SAN PASIG CITY",bmi@bluemanila.com,2/6/2018 to 2/5/2022,BLUE MANILA INC Manning Agency,MA PAZ F V ARCELLANA,Valid License,7064951 TO 55/ 7064932/ 09328663704/ 09178174057,www.bluemanila.com
"RM.361,163,365,371,369 RAMAGI 1081 P.GIL ST PACO ",,3/16/1994 to 3/16/1996,BLUE NILE MANPOWER SERVICES  Service Contractor,JOCELYN A SANTOS,Delisted,5217911,
UNIT 4 A 4F OPL BLDG 100 C PALANCA ST LEGASPI VILL MAKATI,info@bom-offshore.com,11/5/2014 to 11/5/2018,BLUE OCEAN MARINE AND OFFSHORE SOLUTIONS INC Manning Agency,MA CRISTINA H GARCIA,Valid License,8567263,www.bom-offshore.com
FERROS BLDG 176 SALCEDO ST LEGASPI VILL MAKATI ,,to 10/9/1989,BLUE OCEAN SHIPPING AGENCY INC (RAMSAN SHIPPING AGENCY INC) Manning Agency,MR RAMON P SANTOS,Delisted,8189397 / 8189477,
"2F, FOREX BLDG, 1963 SAN MARCELINO ST COR PRES. QU MALATE, MANILA",bluewavemanila@bluewaveoffshore.com,11/4/2013 to 11/3/2017,BLUEWAVE MARINE AND OFFSHORE INCORPORATED Manning Agency,FILOMENA TAGACAY RAMOS,Valid License,(02) 2414893,NA
13 GOLDLAND MANSION 5TH AVE CUBAO QUEZON CITY ,,8/18/1994 to 8/17/1996,BM MARKETING ADVISOR NETWORK (MAN) ENTERPRISES INC Private Employment Agency,MR JESUS A DELDA,Delisted,85046?5 / 8126254,
"S2112 & 2114 JEPCO BLDG 2118 MH DEL PILAR MALATE, MANILA",skywaybm@gmail.com,9/16/2014 to 10/15/2018,BM SKYWAY GENERAL SERVICES & TRADING Private Employment Agency,MR BOB E MASON,Valid License,4841990/ 4846523/ 09988516237/ 09177944312,N/A
391 J.RIZAL ST BO.NAMAYAN MANDALUYONG,,11/3/1988 to 11/27/1994,BMC MARINE INC  Philippine Registered Vessel,MR CHRISTOPHER C RAMOS,Delisted,788011 / 799251,
"UG2 KASSEL COND #2625 TAFT AVE MALATE, MANILA",BMLWORLDWIDE@GMAIL.COM,3/25/2008 to 3/25/2009,BML WORLDWIDE INTERNATIONAL MANPOWER SERVICES INC Private Employment Agency,LINDA A.TAN,Cancelled,5514475/78,NA
"4F AND G/F B LIFESTYLE BLDG 1928 LEON GUINTO ST MALATE, MANILA",info@bmsgroup.com.ph,2/27/2017 to 2/27/2019,BMS GROUP INTERNATIONAL MANPOWER RECRUITMENT SERVICES CORP Private Employment Agency,LORENA MONSON SASIS,Valid License,2435433/ 2515966/ 2515955/ 09989558150/09499953047,www.bmsgroup.com.ph
"2F, GT REALTY BLG, BATANGAS COR URUGUAY STS MAKATI",bobstarrecruitment@gmail.com,1/30/2017 to 1/29/2021,BOBSTAR INTL. RECRUITMENT AGENCY INC. Private Employment Agency,RICHARD DEM LADUBLAN,Valid License,514-4852,None
3F PILGRIM BLDG 111 AGUIRRE ST LEGASPI VILL MAKATI ,None,9/18/1999 to 9/17/2001,BONA SHIPPING PHILIPPINES INC (FOR SMEDVIG TANKSHIPS PHILS INC) Manning Agency,MR CARLOS C SALINAS,Delisted,8981111,None
"11F ACT TOWER 135 SEN GIL PUYAT AVE SALCEDO VILLAGE, MAKATI",BOMI@BONAVENTURE.COM.PH,2/1/2006 to 2/1/2007,BONAVENTURE OVERSEAS MANNING INC. Manning Agency,ROLANDO A. SOLIDUM,Delisted,8937220,WWW.BONAVENTURE.COM.PH
U-30C 30/F RUFINO PLZA TWR AYALA AVE MAKATI ,bond@info.com.ph,1/24/2007 to 1/23/2011,"BOND WORLDWIDE INC. (FOR: OGP PHILS., INC.) Private Employment Agency",MA. CARMELA C. AZURIN,Cancelled,8111053,bondworldwide.com
"UNIT B, 2/F, CARATLAND BLDG, 1941 TAFT AVENUE PASAY CITY",boomphils@yahoo.com,12/19/2015 to 12/18/2019,BOOM INTERNATIONAL RECRUITMENT AGENCY Private Employment Agency,MARCELINA S DELA CRUZ,Valid License,2521866 / 09493041489,N/A
"U802 SAGE HOUSE 110 VA RUFINO ST LEGASPI VILLAGE, MAKATI",info@crossworldmarine.com,4/6/2017 to 4/5/2021,BOURBON MARINE SERVICES MANILA INC (FORMERLY VSHIPS MARINE SERVICES INC) Manning Agency,MARK HENRICK F SILVANO,Valid License,720-1000,None
"2/F, EXCHANGE CORNER BUILDING, 107 V.A. RUFINO STR LEGASPI VILLAGE, MAKATI",common@bouvetship.com,1/29/2017 to 1/28/2021,BOUVET SHIPPING MANAGEMENT CORPORATION Manning Agency,BRENDA R. PANGANIBAN,Valid License,458 1095 / 09175529443,www.bouvetshipping.com
"3/F VJ AVENA & SONS BLDG. 2284 ESPANA SAMPALOC, MANILA",bppax@bpisc.net,1/23/2016 to 1/22/2020,BP INTERNATIONAL SHIPPING CORP Manning Agency,GLORIA TIMBANG,Valid License,742-4033,www.bpisc.net
"2/F 873 EDSA, WEST TRIANGLE, QUEZON CITY ",manning@bpmata.com,6/1/2012 to 5/31/2016,BP MATA & COMPANY INC Manning Agency,BRIAN BENEDICT A MATA,Ceased Operations,924-0124TO29,None
SUITE 13 2/F HOLIDAY PLAZA C`PLEX LIBERTAD PSY ,,to 10/16/1985,BPVB INTERCONTINENTAL MANPOWER & MANAGEMENT SERVICES INC Private Employment Agency,MS ANITA BUGARIN,Cancelled,8333698,
SUITE 205-206 AURORA PLAZA BLDG ERMITA MANILA ,,to 6/26/1985,BRAMT INTERNATIONAL SERVICES INC  Service Contractor,MR RODAULOS D BAUN,Delisted,,
"MV PATALINHUG AVE BARRIO HUMAY-HUMAY LAPU-LAPU CITY (OPON), CEBU",None,7/16/2012 to 7/16/2013,BREAK FREE PROFESSIONAL SERVICES CORP Private Employment Agency,NOLAN R DIAZ,Delisted,2366855,None
"3/F 1220 CARDONA ST., RIZAL VILLAGE MAKATI",BREEDSTARCORP@YAHOO.COM,8/19/2006 to 2/19/2007,BREEDSTAR MANPOWER CORP Private Employment Agency,ALEJANDRO M. GUTIERREZ,Delisted,8725388/8725042,None
"UNITS F&G, R.L. MENDOZA BLDG, 102 KAMUNING ROAD QUEZON CITY",brentoverseaspersonnelinc@yahoo.com,3/8/2012 to 3/7/2016,BRENT OVERSEAS PERSONNEL INC Service Contractor,OFELIA V. ESPERO,Cancelled,4146285/4146267,www.brentoverseas.com
"U-306 & 307, 3F, COKO 2 BLG, PATIO MADRIGAL COMPOU PASAY CITY",lvbarridobrethrenintl.121813@gmail.com,12/19/2016 to 12/18/2020,BRETHREN INTERNATIONAL RESOURCE STAFFING INC Private Employment Agency,LILIBETH V BARRIDO,Valid License,8103998/ 7031811/ 09214431234/ 09277693111,N/A
"S 600,601 & 608 ERMITA CTR BLDG 1350 ROXAS BLVD ERMITA, MANILA",crew@bmcorp.com.ph,5/27/2016 to 5/26/2020,BRIDGE MARINE CORPORATION Manning Agency,DANNY S TAMPUS,Valid License,526-7626/ 5267285/5262112/091756556509/09396398486,bmcorp.com.ph
"S401&407 AP BLDG P GIL-AGONCILLO STS ERMITA, MANILA",None,10/14/2006 to 10/13/2010,BRIDGEWOOD HUMAN RESOURCES CORP. (FORMERLY AL-DANAH MANP.) Private Employment Agency,SAMIRAH A. MALA,Cancelled,4980996/5226192,None
"S502,503 & 506 AP BLG 1563 F.AGONCILLO COR P. GIL ERMITA, MANILA",agencybright2003@yahoo.com.ph,6/12/2016 to 6/11/2020,"BRIGHT INTERNATIONAL MANPOWER SERVICES, INC. Private Employment Agency",FATIMA A. SANTILLANA,Valid License,400-0815/3533044/ 09065498701,www.brightinternational.net
RM.106 CCCI BLDG 38 TIMOG AVE QUEZON CITY ,None,10/20/2002 to 10/19/2004,BRIGHT KNIGHT MANNING CORPORATION Manning Agency,MR NOEL S ARCOSA,Delisted,3743156 / 4112075,None
"4F & 5F, MARITIME PLAZA BLG, A FLORES COR CORTADA ERMITA, MANILA",bright_maritime@yahoo.com/desiree_bright@yahoo.com,8/10/2010 to 8/10/2018,BRIGHT MARITIME CORPORATION Manning Agency,DESIREE P. SILLAR,Valid License,8356200 / 09189850283,www.brightmaritimecorp.com
"UNIT 1, BIRCH TOWNHOMES, FLORIDA ST PALANAN, MAKATI",brightstarplacement@gmail.com,7/26/2015 to 7/25/2019,BRIGHT STAR PLACEMENT CORP. Private Employment Agency,RACHEL T GEPANAGA,Valid License,551-4573/ 0917-7081078/ 0999-9931473,None
1916 SAN MARCELINO MALATE MANILA ,,12/18/1999 to 12/16/2001,"BRIGHTURN INTERNATIONAL SERVICES,INC.  Private Employment Agency",MS NENITA B HU,Delisted,4980325,
"U4 11/F PEARL OF THE ORIENT TWR 1318 RXS BLVD ERMITA, MANILA",crewing@brilliantshipping.com,9/8/2015 to 9/7/2019,BRILLIANT SEAS SHIPPING CORPORATION Manning Agency,C/E CHRISTOPHER MAAMBONG,Valid License,5217540/5238898/5228313,None
U12 BLG1 SALEM INTL COMML BGY191 Z20 DOMESTIC RD PASAY CITY,info@brinell.com.ph,1/4/2015 to 1/3/2019,"BRINELL INT`L. PARTNERS, INC. Private Employment Agency",AMADOR T. SENDIN,Valid License,854-5032/854-5346,www.brinell.com.ph
"S1402-1402A PENTHOUSE, ERMITA CTR BLG 1350 R BLVD ERMITA, MANILA",BBL_PHILS@YAHOOPLDTDSL.NET,5/30/2015 to 5/29/2019,BRITMARK SHIPPING SERVICES INC (FORMERLY BRITANNIA BULK SERVICES PHILS INC) Manning Agency,ARGIE P. TORRES,Valid License,5254301,NA
"RMS 507 & 300 S & L BLDG 1500 ROXAS BLVD ERMITA, MANILA",britoilph@eastern.com.ph,4/26/2014 to 4/25/2018,BRITOIL OFFSHORE PHILS INC Manning Agency,MARIANITO Z. AGUISANDA,Valid License,5234823/ 5235435,www.britoilphilippine.com
"3A 3F 4B 4F 1828 SAN MARCELINO ST MALATE, MANILA",None,12/16/2007 to 12/15/2011,BROADWAY PHILS. ENTERTAINMENT & PLACEMENT AGENCY INC. (FOR:HRS EMPLOYMENT) Private Employment Agency,NA,Delisted,524-88-17,None
"GROUND FLOOR, BCC HOUSE, 5046 P. BURGOS ST POBLACION, MAKATI",recruit-ph@brunel.net/ e.rubio@brunel.net,11/4/2012 to 11/3/2016,BRUNEL TECHNICAL SERVICES PHILIPPINES INC. Private Employment Agency,EVELYN CASTILLO,Ceased Operations,8978632,www.brunel.net
"1963 F. AGONCILLO STREET MALATE, MANILA",bsplacement@yahoo.com,1/12/2016 to 1/11/2020,"BS INTL. SERVICES AND PLACEMENT AGENCY, INC. Private Employment Agency",LEILA M PALON,Valid License,5599081/5599476/0917-5065558 (mobile),www.bsinternationalagency.com
"GF 2F 5F 6F 8F 9F & 10F BSM HOUSE 1965 L GUINTO ST MALATE, MANILA",ph-csc-man-man@bs-shipmanagement.com,9/26/2012 to 9/25/2024,BSM CREW SERVICE CENTRE PHILIPPINES INC (FORMERLY PHILIPPINE HAMMONIA SHIPA Manning Agency,NARCISSUS L. DURAN,Valid License,516-5640 / 0917 823 7153,www.teambsm.com.ph
"GF 2F 5F 6F 8F 9F & 10F BSM HOUSE 1965 L GUINTO ST MALATE, MANILA",ph-csc-man-man@bs-shipmanagement.com,9/26/2004 to 9/25/2008,BSM CREW SERVICE CENTRE PHILIPPINES INC (FORMERLY PHILIPPINE HAMMONIA SHIPA Service Contractor,NARCISSUS L. DURAN,Delisted,516-5640 / 0917 823 7153,www.teambsm.com.ph
*RM.332 FEMII BLDG A.SORIANO AVE INTRAMUROS MLA ,,4/8/1994 to 4/7/1996,BSW SHIPPING SERVICES INC.  Manning Agency,BETTY H WEIRE,Delisted,486137 / 409571,
485 GOV.FORBES ST SAMPALOC MANILA ,,4/20/1989 to 4/20/1991,BTN CONSTRUCTION & GENERAL SERVICES  Construction Contractor,MR BRAULIO T NAVARRO,Delisted,615888,
"*2F RM B-3, J.L. BLDG. 1647 TAFT AVE. MALATE MLA ",,1/15/1996 to 1/15/1998,BUENA VISTA MARITIME AND GENERAL SERVICES INC. Manning Agency,MR MEDINO L ACUBA,Delisted,5224551 / 7650229,
CS-5A G/F SARMIENTO CONDO 177 YAKAL ST MAKATI CITY ,buenamar@mydestiny.net / buenamarmarine@hotmail.co,7/11/2004 to 7/10/2008,BUENAMAR MARINE SERVICES INC Manning Agency,MR BAYANI O SANTIAGO,Cancelled,8432895 / 8921622,http
2ND FLR A & E BLDG ORTIGAS AVE SAN JUAN M.M. ,,6/26/1986 to 6/26/1988,BUILDERS & HEAVY EQUIPMENT SERVICE CORPORATION (BHESCO) Construction Contractor,MS DOLORES P PANGILINAN,Delisted,7212403,
"UNIT 301, TAFT OFFICE CTR, 1986 TAFT AVENUE PASAY CITY",buildex2013@yahoo.com,8/27/2014 to 8/27/2015,BUILDEX INTERNATIONAL PLACEMENT Private Employment Agency,EMELDA J PEREZ,Delisted,256-1596,None
"MEZZANINE FLR, 779 J.P. RIZAL STREET POBLACION, MAKATI",info@bblmanpowerph.com/laine@bblmanpower.com,6/8/2014 to 6/7/2018,BUILDING BETTER LIVES MANPOWER SERVICES INTERNATIONAL INC Private Employment Agency,BERNARD B. LOPEZ,Valid License,8323212/ 7289211/ 09295469607/ 09097952369,www.bblmanpowerph.com
DAVID BLDG 567 SHAW BLVD MANDALUYONG CITY ,,to,BUILDING CARE CORPORATION  Private Employment Agency,MR JOSE POE JR,Cancelled,708232 / 795048,
"4TH FLOOR, QUEEN ROSE BLDG, 911 SAN ANDRES CO MALATE, MANILA",bukwangprimeagency@gmail.com,7/13/2015 to 7/12/2019,BUKWANG PRIME INTERNATIONAL AGENCY INC Private Employment Agency,VICTORIA B PENETRANTE,Valid License,(02) 9784394/ 6167071/ 09176882327/ 09175013040/,NA
"1827 SAN MARCELINO STREET MALATE, MANILA",bumiputra_agency@yahoo.com,4/13/2016 to 4/12/2020,BUMIPUTRA GULF COMPANY INC (FAR EAST MANPOWER SERVICES INC) Private Employment Agency,ATTY ARTURO L LIMOSO,Valid License,310-1281,None
"UNITS 2A - 2D, 2FLR #1325 M ADRIATICO ST. ERMITA, MANILA",hr@businesswise.com.ph,8/6/2016 to 8/5/2020,"BUSINESSWISE INTERNATIONAL RESOURCES, INC. Private Employment Agency",KRISTINA M HONORAS,Valid License,4661933 /3107752 / 5214023 / 09285050145,www.businesswise.com.ph
"3F DELGADO BLDG BONIFACIO DRIVE MANILA PORT AREA, MANILA",manning@btmi.com.ph,6/20/2014 to 6/19/2018,BUWAN TALA MANNING INC Manning Agency,MR JOSE MARIA L LOPEZ,Valid License,4001013/ 336-9159,NA
"GF(RW), 2F(RW)&5F, GOODLAND BLG, 377 SEN GIL PUYAT MAKATI",management.philippines@bwfm.com,12/22/2017 to 12/21/2021,BW SHIPPING PHILIPPINES INC. (FOR BERGESEN D Y PHILIPPINES INC) Manning Agency,ROSALINDA G CRUZ,Valid License,8952469 / 09285039969,www.bwphilippines.com
RM 711 L & S BLDG. 1414 ROXAS BLVD. ERMITA MLA. ,None,9/19/2002 to 9/18/2006,BYBLOS MANPOWER AGENCY CORPORATION Private Employment Agency,EVELYN G ESGUERRA,Cancelled,5360696/ 5360690,None
"311,314,315&316,AURO-VIR, EVANGELISTA COR LACUNA BANGKAL, MAKATI",manila@alncc.com,8/20/2015 to 8/20/2019,BZ ALPHA NAVIGATION INC. Manning Agency,JUANCHO B RENTILLO,Valid License,8006216/ 8007950/ 8434991/09154838588/09392031020,NA
48 VICTORIA AVE COR 12TH ST NEW MANILA QC ,,to 6/29/1985,C & A CONSTRUCTION COMPANY INC  Construction Contractor,MR VICENTE G CRUZ,Cancelled,,
"3 SN BEDA ST COR CONG. AVE BGY TORO PROJ 8 QUEZON CITY, QUEZON CITY",cipro@pacific.net.ph,1/29/2011 to 1/28/2015,C & J PROMOTIONS (PHIL) INC  Private Employment Agency,CHERINA VERGARA CHACKO,Suspended,9288047/4266376/9288662,
"D4 TCI BLDG JACINTO ST DAVAO CITY, DAVAO DEL SUR",None,8/10/2010 to 8/9/2014,C.A.A. MANPOWER CORPORATION Private Employment Agency,ROSALINDA JEAN R. WESLEY,Cancelled,224-6222,None
"498-B SINAGOGA STREET MALATE, MANILA",canaplacement@yahoo.com,1/29/2015 to 1/28/2019,C.A.N.A. PLACEMENT SERVICES Private Employment Agency,BENJAMIN L. DIAMSE,Valid License,5362021/ 5362022,www.canaplacement.com
"RM403-B GEDISCO CTR 1566-1568 P.GIL ST ERMITA, MANILA",,9/21/1994 to 9/21/1996,C.B.S. PLACEMENT AGENCY CORPORATION  Private Employment Agency,MR APOLINARIO SORIANO,Cancelled,981622,
"3F ENERPRO BLG 1181 LEVERIZA ST COR PRES QUIRINO MALATE, MANILA",operations@csc-manila.com.ph,4/6/2016 to 4/5/2020,"C.S.C. MANILA, INC. Manning Agency",ERIC M SANCHEZ,Valid License,353-7141/ 353-7139/ 09178386234,www.csc-manila.com.ph
*2118 TRAMO COR PROTACIO STS PASAY CITY ,,1/20/1999 to 1/20/2001,"C.T.J. EMPLOYMENT AGENCY, INC.  Private Employment Agency",JOSEPHINE J. HERNANDEZ,Delisted,8875973,
"U EAST 2303B, 23F EAST TWR PHIL STOCK EXCHNGE CTR ORTIGAS, PASIG CITY",CA_NSIPLDTDSL.NET,4/29/2016 to 4/28/2020,CA NEWFOUNDLAND SOLUTIONS INC Private Employment Agency,HOOVER T. UY DE BARON,Valid License,6870165,NA
11 TANGUILE COR NARRA STS CASIMIRO VILL PAMPLONA LAS PIÃ‘AS,None,11/1/2003 to 10/31/2007,CADE MANPOWER MANAGEMENT SERVICES CORPORATION Private Employment Agency,MS EMELINA H TECSON,Delisted,5664431,None
"NO. 8 QUEZON ST., APARRI, CAGAYAN ",,11/9/1999 to 11/7/2001,CAGAYAN EMPLOYMENT AND MANAGEMENT CONSULTANT Private Employment Agency,DONNABEL P RAPANAN,Delisted,,
RM.502 VIP BLDG ROXAS BLVD MANILA ,,3/12/1993 to 3/12/1995,CAGAYAN MANPOWER SERVICES  Service Contractor,ANTONIO M TALAUE,Delisted,5223689 / 5215541,
"SUITE700 L&S BLG 1414 ROXAS BLVD ERMITA, MANILA",None,2/28/2007 to 8/31/2007,CALIFORNIA NURSES INC Private Employment Agency,JOSE MARTIN S. MANOSA,Delisted,8516141/8511414,None
"5/F -C,MJL BUILDING 1175 CHINO ROCES AVE MAKATI",MBARONA@MOZCOM.COM,7/12/2004 to 7/12/2005,"CALM SEA SHIPPING SERVICES, INC. Manning Agency",MARIO S. BARONA,Delisted,8992776,None
2F CAMCHEST BLG E.RODRIGUEZ AVE.BANGKAL MAKATI  ,None,3/16/2003 to 3/15/2007,CAMCHEST CONSTRUCTION PHILIPPINES INC Construction Contractor,MR VICTORICO L CHAVES,Delisted,8432956 TO 58,None
"39 CALDERON ST.,CALUMPANG MARIKINA ",,6/14/2000 to 6/14/2002,"CAMO`S INTERNATIONAL , INC.  Private Employment Agency",MA FE CAMO-REYES,Delisted,6457108 / 6453003,
"U-C,D,E&F (3F) AND MEZZ A,B&C,1646 EVANGELISTA-BEL BANGKAL, MAKATI",manila@camox.com,6/6/2015 to 6/5/2019,"CAMOX PHILIPPINES, INC. Private Employment Agency",JENNIELYN G DELOS REYES,Valid License,8439149/8439141/ 8441366,None
ZONE 2 BANGANTALINGA IBA ZAMBALES ZAMBALES,TWINGAMBLE@YAHOO.COM,1/4/2007 to 7/4/2007,CAMPOS TIMBER CONTRACTOR Private Employment Agency,MARIO M. CAMPOS,Cancelled,(0928)2104268,NA
7607 DE LA ROSA ST LEGASPI VILLAGE MAKATI CITY ,,8/7/1996 to 8/6/1998,CANADA MANPOWER SERVICES PHILS  Service Contractor,MR MELANIO M SAPORAS,Delisted,8446375 / 8921750,
"2/F LAMAC BLDG LURAY CEBU TOLEDO CITY, CEBU",NA,3/25/2009 to 3/25/2010,CANADIAN EMPLOYMENT OPPORTUNITY INC Private Employment Agency,JAMES Y. GAITE,Delisted,4678765,NA
"RM402-403 TM KALAW CTR BDG 667-A TM KALAW ST ERMITA, MANILA",CANAMFILRA@YAHOO.COM.PH,1/31/2007 to 1/31/2011,CANAMFIL RECRUITMENT AGENCY Private Employment Agency,EMMA ENRIQUEZ DELGADO,Delisted,523-0229,NA
550 ARKANSAS COR J.BOCOBO STS ERMITA MANILA ,,to 6/29/1985,CANBERRA PLACEMENT SERVICES  Private Employment Agency,MR JUAN C AGUILAR,Cancelled,587428,
2ND FLR LEDESMA BLDG REAL ST INTRAMUROS MANILA ,,to 2/8/1985,CANNONBALL ENGINEERING & CONSTRUCTION INC Construction Contractor,MR JOEY BUNDALIAN,Cancelled,485961,
"G/F RAHA SULAYMAN BLDG 108 BENAVIDEZ LEGASPI VILLAGE, MAKATI",mail@capexsmart.com,9/13/2008 to 3/12/2009,CAPEX SMART MANPOWER SOLUTIONS INC (FORMERLY CAPITAL APEX INTL PLACEMENT CO Service Contractor,ALAN DAVID L. MATUTINA,Delisted,8944727,www.capexsmart.com
